SAP Invoice No,Billing Item,Date,Invoice creation time,Customer Number,Customer Name,Product Code,Material Discription,Quantity,Unit of Measure,No. of Boxes,Billing Type,Plant,Plant State,Cust. Reg,Customer GST No,Billing Type,HSN/SAC Code,Invoice Value,Transporter Name,LR No,Shipping Bill No,Truck No.,Delivery,Plant Name,Customer Location,Customer Pincode,Transporter Name,Transporter ID,Transporter (LR) Document Number,Transporter (LR) Document Date,Distance (KM),Vehical Number,Vehicle Type,EWB Number,EWB Date,Month, Length O.D.in mm , Breadth O.D.in mm , Height O.D.in mm ,Volume,TotalVol
3172542042,10,11/24/2018,7.14.49 AM,3726896,GAYATRI AGRO AGENCIES - PAROLA,54147,65A,-42,KG,7,ZY61,4704,Maharashtra Central,MH,27AGNPM3626P1ZP,Return credit note,38089199,"-1,03,194.81",,,,,8853863144,Syngenta India Ltd - Akola,PAROLA,425111,,,,,0,,,,,11,397,352,355,0.04960912,0.34726384
3172542036,10,11/24/2018,7.07.51 AM,3726896,GAYATRI AGRO AGENCIES - PAROLA,54144,141A,-78,KG,13,ZY61,4704,Maharashtra Central,MH,27AGNPM3626P1ZP,Return credit note,38089199,"-1,99,635.17",,,,,8853875593,Syngenta India Ltd - Akola,PAROLA,425111,,,,,0,,,,,11,585,405,285,0.067523625,0.877807125
3172551304,10,12/29/2018,12.58.51 PM,3726896,GAYATRI AGRO AGENCIES - PAROLA,57587,23A,-80,L,10,ZY61,4704,Maharashtra Central,MH,27AGNPM3626P1ZP,Return credit note,38089199,"-7,21,352.88",,,,,8853823430,Syngenta India Ltd - Akola,PAROLA,425111,,,,,0,,,,,12,357,287,355,0.036372945,0.36372945
3172472852,10,02-06-2018,6.59.49 AM,3715323,GANESH AGENCIES,57585,21A,-16,L,2,ZY61,4752,Maharashtra Central,MH,27AAHFG8775B1Z7,Return credit note,38089199,"-1,43,562.81",,,,,8853328989,SYNGENTA INDIA LTD - Pune,PHALTAN,415523,,,,,0,,,,,2,532,272,295,0.04268768,0.08537536
3172548057,10,12/19/2018,5.40.43 AM,3734259,M/S.VETALBUA KRISHI SEVA KENDRA,54146,157A,-460,KG,115,ZY61,4752,Maharashtra Central,MH,27ADOPT5768M1ZE,Return credit note,38089199,"-12,57,743.60",,,,,8853836580,SYNGENTA INDIA LTD - Pune,PUNE,410512,,,,,0,,,,,12,457,347,270,0.04281633,4.92387795
3172468320,10,01-09-2018,9.22.38 AM,3715710,S B AGRO AGENCIES,54147,65A,-2,KG,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-4,937.95",,,,,8853553666,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,397,352,355,0.04960912,0.04960912
3172468458,10,01-10-2018,7.14.00 AM,3715710,S B AGRO AGENCIES,54144,141A,-2,KG,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-5,702.04",,,,,8853521582,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,585,405,285,0.067523625,0.067523625
3172468459,10,01-10-2018,7.15.18 AM,3715710,S B AGRO AGENCIES,54144,141A,-2,KG,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-5,702.04",,,,,8853521579,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,585,405,285,0.067523625,0.067523625
3172468460,10,01-10-2018,7.17.05 AM,3715710,S B AGRO AGENCIES,54144,141A,-8,KG,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-30,510.31",,,,,8853218841,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,585,405,285,0.067523625,0.067523625
3172468461,10,01-10-2018,7.18.49 AM,3715710,S B AGRO AGENCIES,54146,157A,-8,KG,2,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-31,390.80",,,,,8853218718,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,457,347,270,0.04281633,0.08563266
3172468455,10,01-10-2018,7.08.11 AM,3715710,S B AGRO AGENCIES,54147,65A,-3,KG,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-8,245.26",,,,,8853521576,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,397,352,355,0.04960912,0.04960912
3172468456,10,01-10-2018,7.09.37 AM,3715710,S B AGRO AGENCIES,54147,65A,-1,KG,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-2,748.43",,,,,8853521583,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,397,352,355,0.04960912,0.04960912
3172468457,10,01-10-2018,7.11.04 AM,3715710,S B AGRO AGENCIES,54144,141A,-1,KG,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-2,851.02",,,,,8853521561,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,585,405,285,0.067523625,0.067523625
3172471724,10,1/30/2018,10.38.37 AM,3715710,S B AGRO AGENCIES,60916,148A,-8,KG,2,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-50,231.95",,,,,8853544083,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,437,352,215,0.03307216,0.06614432
3172471722,10,1/30/2018,10.36.57 AM,3715710,S B AGRO AGENCIES,60915,178A,-326,KG,163,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-15,44,259.40",,,,,8853603000,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,432,432,150,0.0279936,4.5629568
3172471722,20,1/30/2018,10.36.57 AM,3715710,S B AGRO AGENCIES,60916,148A,-300,KG,75,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-13,78,464.68",,,,,8853603000,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,437,352,215,0.03307216,2.480412
3172471722,30,1/30/2018,10.36.57 AM,3715710,S B AGRO AGENCIES,60917,180A,-136,KG,34,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-6,06,156.25",,,,,8853603000,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,477,282,225,0.03026565,1.0290321
3172471727,10,1/30/2018,10.41.21 AM,3715710,S B AGRO AGENCIES,59702,158A,-110,L,11,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089390,"-1,31,438.26",,,,,8853529797,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,467,195,285,0.025953525,0.285488775
3172471725,10,1/30/2018,10.39.57 AM,3715710,S B AGRO AGENCIES,57587,23A,-80,L,10,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-7,04,761.77",,,,,8853544076,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,357,287,355,0.036372945,0.36372945
3172471915,10,1/31/2018,9.53.03 AM,3715710,S B AGRO AGENCIES,59701,170A,-216,L,27,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089390,"-2,63,552.92",,,,,8853517408,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,467,352,210,0.03452064,0.93205728
3172471916,10,1/31/2018,9.54.34 AM,3715710,S B AGRO AGENCIES,57822,17A,-80,L,20,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089290,"-3,04,412.22",,,,,8853519600,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,357,292,165,0.01720026,0.3440052
3172471918,10,1/31/2018,9.56.06 AM,3715710,S B AGRO AGENCIES,57585,21A,-16,L,2,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-1,44,749.59",,,,,8853519606,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,532,272,295,0.04268768,0.08537536
3172471918,20,1/31/2018,9.56.06 AM,3715710,S B AGRO AGENCIES,57587,23A,-72,L,9,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-6,32,774.88",,,,,8853519606,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,357,287,355,0.036372945,0.327356505
3172471920,10,1/31/2018,9.57.49 AM,3715710,S B AGRO AGENCIES,55109,573A,-40,KG,20,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-2,97,991.26",,,,,8853521989,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,1,327,312,200,0.0204048,0.408096
3172473078,10,02-07-2018,7.56.59 AM,3715710,S B AGRO AGENCIES,60916,148A,-28,KG,7,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-1,75,811.85",,,,,8853544083,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,437,352,215,0.03307216,0.23150512
3172473079,10,02-07-2018,7.58.01 AM,3715710,S B AGRO AGENCIES,57587,23A,-32,L,4,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-2,81,904.71",,,,,8853550103,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,357,287,355,0.036372945,0.14549178
3172473080,10,02-07-2018,7.59.09 AM,3715710,S B AGRO AGENCIES,59701,170A,-88,L,11,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089390,"-1,08,145.46",,,,,8853529789,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,467,352,210,0.03452064,0.37972704
3172473760,10,2/13/2018,8.46.09 AM,3715710,S B AGRO AGENCIES,33502,164A,-50,L,5,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089290,"-64,941.18",,,,,8853579281,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,347,267,320,0.02964768,0.1482384
3172473761,10,2/13/2018,8.47.55 AM,3715710,S B AGRO AGENCIES,33504,179A,-200,L,20,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089290,"-2,52,483.26",,,,,8853582329,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,397,307,225,0.027422775,0.5484555
3172473763,10,2/13/2018,8.49.29 AM,3715710,S B AGRO AGENCIES,33502,164A,-50,L,5,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089290,"-64,143.53",,,,,8853647055,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,347,267,320,0.02964768,0.1482384
3172473756,10,2/13/2018,8.44.51 AM,3715710,S B AGRO AGENCIES,33504,179A,-20,L,2,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089290,"-25,248.33",,,,,8853551712,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,397,307,225,0.027422775,0.05484555
3172473754,10,2/13/2018,8.43.35 AM,3715710,S B AGRO AGENCIES,33502,164A,-20,L,2,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089290,"-25,976.48",,,,,8853550097,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,347,267,320,0.02964768,0.05929536
3172473815,10,2/13/2018,9.56.44 AM,3715710,S B AGRO AGENCIES,33504,179A,-150,L,15,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089290,"-2,10,800.45",,,,,8853519646,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,397,307,225,0.027422775,0.411341625
3172475456,10,2/24/2018,9.25.58 AM,3715710,S B AGRO AGENCIES,22232,58A,-100,KG,10,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089290,"-1,54,710.35",,,,,8853582335,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,477,377,515,0.092611935,0.92611935
3172505565,10,7/19/2018,9.46.03 AM,3715710,S B AGRO AGENCIES,59175,150A,-850,L,85,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089390,"-12,07,240.90",,,,,8853765990,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,7,467,467,195,0.042527355,3.614825175
3172505566,10,7/19/2018,9.47.42 AM,3715710,S B AGRO AGENCIES,59175,150A,-490,L,49,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089390,"-6,76,553.53",,,,,8853791049,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,7,467,467,195,0.042527355,2.083840395
3172508262,10,7/28/2018,10.16.32 AM,3715710,S B AGRO AGENCIES,59175,150A,-10,L,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089390,"-13,807.21",,,,,8853791049,Syngenta India Ltd - Akola,PUSAD,445204,VTC 3PL SERVICES PVT LTD,27AAECV0781E1ZD,AKL00000,7/28/2018,145,,R Regular,,,7,467,467,195,0.042527355,0.042527355
3172519443,10,8/28/2018,10.02.17 AM,3715710,S B AGRO AGENCIES,60916,148A,-1.5,KG,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-6,892.33",,,,,8853851648,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,8,437,352,215,0.03307216,0.03307216
3172543950,10,11/29/2018,5.40.03 AM,3715710,S B AGRO AGENCIES,54144,141A,-492,KG,82,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-12,46,322.00",,,,,8853889355,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,11,585,405,285,0.067523625,5.53693725
3172543946,10,11/29/2018,5.33.50 AM,3715710,S B AGRO AGENCIES,54146,157A,-600,KG,150,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-15,83,116.40",,,,,8853887054,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,11,457,347,270,0.04281633,6.4224495
3172543951,10,11/29/2018,5.42.43 AM,3715710,S B AGRO AGENCIES,54147,65A,-552,KG,92,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-13,42,364.15",,,,,8853890302,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,11,397,352,355,0.04960912,4.56403904
3172543949,10,11/29/2018,5.37.41 AM,3715710,S B AGRO AGENCIES,54147,65A,-972,KG,162,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-23,63,728.17",,,,,8853888003,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,11,397,352,355,0.04960912,8.03667744
3172543952,10,11/29/2018,5.43.50 AM,3715710,S B AGRO AGENCIES,54144,141A,-186,KG,31,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-4,71,170.50",,,,,8853915106,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,11,585,405,285,0.067523625,2.093232375
3172543947,10,11/29/2018,5.34.45 AM,3715710,S B AGRO AGENCIES,54147,65A,-264,KG,44,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-6,42,000.24",,,,,8853887984,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,11,397,352,355,0.04960912,2.18280128
3172545177,10,12-01-2018,10.59.16 AM,3715710,S B AGRO AGENCIES,54144,141A,-18,KG,3,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-45,597.15",,,,,8853889355,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,12,585,405,285,0.067523625,0.202570875
3172545112,10,12-01-2018,9.19.35 AM,3715710,S B AGRO AGENCIES,54147,65A,-6,KG,1,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-14,590.92",,,,,8853888003,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,12,397,352,355,0.04960912,0.04960912
3172551267,10,12/29/2018,8.11.23 AM,3715710,S B AGRO AGENCIES,55714,11A,-16,L,2,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-39,048.74",,,,,8853518521,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,12,357,287,355,0.036372945,0.07274589
3172551269,10,12/29/2018,8.14.20 AM,3715710,S B AGRO AGENCIES,55714,11A,-800,L,100,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-18,86,782.24",,,,,8853767641,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,12,357,287,355,0.036372945,3.6372945
3172551268,10,12/29/2018,8.12.54 AM,3715710,S B AGRO AGENCIES,55714,11A,-344,L,43,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-8,11,316.36",,,,,8853765657,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,12,357,287,355,0.036372945,1.564036635
3172558637,10,2/27/2019,11.28.07 AM,3715710,S B AGRO AGENCIES,57587,23A,-272, L ,34,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-19,73,576.62",,,,,8853843430,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,357,287,355,0.036372945,1.23668013
3172558635,10,2/27/2019,11.26.14 AM,3715710,S B AGRO AGENCIES,57587,23A,-304, L ,38,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-22,05,762.10",,,,,8853945105,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,2,357,287,355,0.036372945,1.38217191
3172559831,10,03-07-2019,12.48.03 PM,3715710,S B AGRO AGENCIES,57585,21A,-40, L ,5,ZY61,4704,Maharashtra Central,MH,27AAPFS1521B1ZH,Return credit note,38089199,"-2,99,432.56",,,,,8853843430,Syngenta India Ltd - Akola,PUSAD,445204,,,,,0,,,,,3,532,272,295,0.04268768,0.2134384
3172542035,10,11/24/2018,7.05.34 AM,3727125,SHETIDHAN KRISHI KENDRA,54147,65A,-78,KG,13,ZY61,4704,Maharashtra Central,MH,27AAUPB0364L1ZG,Return credit note,38089199,"-1,91,647.50",,,,,8853853951,Syngenta India Ltd - Akola,RAJURA BAZAR,444906,,,,,0,,,,,11,397,352,355,0.04960912,0.64491856
3172542034,10,11/24/2018,7.04.50 AM,3727125,SHETIDHAN KRISHI KENDRA,54146,157A,-12,KG,3,ZY61,4704,Maharashtra Central,MH,27AAUPB0364L1ZG,Return credit note,38089199,"-31,990.44",,,,,8853893406,Syngenta India Ltd - Akola,RAJURA BAZAR,444906,,,,,0,,,,,11,457,347,270,0.04281633,0.12844899
3172475848,10,2/26/2018,9.59.07 AM,3723304,NANDAI AGRO SHOPEE,40363,48A,-250,L,25,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089340,"-1,99,835.69",,,,,8853607038,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,467,195,285,0.025953525,0.648838125
3172475848,20,2/26/2018,9.59.07 AM,3723304,NANDAI AGRO SHOPEE,33163,100A,-140,L,14,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089199,"-1,34,153.43",,,,,8853607038,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,357,287,355,0.036372945,0.50922123
3172475848,30,2/26/2018,9.59.07 AM,3723304,NANDAI AGRO SHOPEE,40362,49A,-60,L,6,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089340,"-49,399.58",,,,,8853607038,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,392,317,225,0.0279594,0.1677564
3172475848,40,2/26/2018,9.59.07 AM,3723304,NANDAI AGRO SHOPEE,47768,138A,-40,L,4,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089199,"-37,118.44",,,,,8853607038,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,392,317,225,0.0279594,0.1118376
3172475848,50,2/26/2018,9.59.07 AM,3723304,NANDAI AGRO SHOPEE,33501,165A,-90,L,9,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089290,"-1,08,984.52",,,,,8853607038,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,467,187,275,0.024015475,0.216139275
3172475882,10,2/26/2018,10.21.50 AM,3723304,NANDAI AGRO SHOPEE,40359,145A,-140,L,14,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089340,"-1,08,550.28",,,,,8853608957,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,272,267,335,0.02432904,0.34060656
3172475956,10,2/26/2018,11.33.45 AM,3723304,NANDAI AGRO SHOPEE,55710,9A,"-2,500.00",L,250,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089199,"-60,36,903.45",,,,,8853640964,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,467,195,285,0.025953525,6.48838125
3172475941,10,2/26/2018,11.25.19 AM,3723304,NANDAI AGRO SHOPEE,55710,9A,-100,L,10,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089199,"-2,41,476.13",,,,,,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,467,195,285,0.025953525,0.25953525
3172475890,10,2/26/2018,10.28.33 AM,3723304,NANDAI AGRO SHOPEE,40362,49A,-240,L,24,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089340,"-1,97,598.34",,,,,8853628256,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,392,317,225,0.0279594,0.6710256
3172475892,10,2/26/2018,10.32.53 AM,3723304,NANDAI AGRO SHOPEE,40361,50A,-120,L,12,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089340,"-1,01,676.00",,,,,8853628248,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,357,287,355,0.036372945,0.43647534
3172475911,10,2/26/2018,10.56.52 AM,3723304,NANDAI AGRO SHOPEE,22232,58A,-30,KG,3,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089290,"-42,303.03",,,,,8853607095,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,477,377,515,0.092611935,0.277835805
3172475970,10,2/26/2018,11.37.03 AM,3723304,NANDAI AGRO SHOPEE,40359,145A,-190,L,19,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089340,"-1,47,318.25",,,,,8853625603,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,272,267,335,0.02432904,0.46225176
3172475917,10,2/26/2018,11.00.07 AM,3723304,NANDAI AGRO SHOPEE,40363,48A,-500,L,50,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089340,"-3,99,671.40",,,,,8853608853,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,467,195,285,0.025953525,1.29767625
3172475856,10,2/26/2018,10.07.47 AM,3723304,NANDAI AGRO SHOPEE,54569,124A,-760,L,76,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089290,"-15,45,928.73",,,,,8853619669,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,467,195,285,0.025953525,1.9724679
3172475990,10,2/26/2018,11.42.14 AM,3723304,NANDAI AGRO SHOPEE,33162,108A,-30,L,3,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089199,"-29,843.04",,,,,8853619711,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,532,272,295,0.04268768,0.12806304
3172475990,20,2/26/2018,11.42.14 AM,3723304,NANDAI AGRO SHOPEE,47768,138A,-100,L,10,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089199,"-92,796.08",,,,,8853619711,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,392,317,225,0.0279594,0.279594
3172475930,10,2/26/2018,11.12.38 AM,3723304,NANDAI AGRO SHOPEE,54569,124A,-700,L,70,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089290,"-14,23,881.72",,,,,8853636920,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,2,467,195,285,0.025953525,1.81674675
3172477071,10,03-02-2018,11.42.20 AM,3723304,NANDAI AGRO SHOPEE,36685,4A,-16,KG,4,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089199,"-48,251.37",,,,,8853644623,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,3,435,330,233,0.03344715,0.1337886
3172477093,10,03-02-2018,11.50.11 AM,3723304,NANDAI AGRO SHOPEE,22256,47A,-40,KG,4,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089290,"-53,085.55",,,,,8853636891,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,3,507,427,335,0.072523815,0.29009526
3172477093,20,03-02-2018,11.50.11 AM,3723304,NANDAI AGRO SHOPEE,22247,57A,-10,KG,1,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089290,"-13,771.27",,,,,8853636891,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,3,617,397,315,0.077158935,0.077158935
3172477093,40,03-02-2018,11.50.11 AM,3723304,NANDAI AGRO SHOPEE,22232,58A,-20,KG,2,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089290,"-28,438.02",,,,,8853636891,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,3,477,377,515,0.092611935,0.18522387
3172477093,30,03-02-2018,11.50.11 AM,3723304,NANDAI AGRO SHOPEE,22228,66A,-10,KG,1,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089290,"-14,729.38",,,,,8853636891,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,3,617,367,445,0.100765355,0.100765355
3172477098,10,03-02-2018,11.51.53 AM,3723304,NANDAI AGRO SHOPEE,54566,113A,-50,L,5,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089290,"-1,13,121.31",,,,,8853636920,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,3,532,272,295,0.04268768,0.2134384
3172477083,10,03-02-2018,11.46.48 AM,3723304,NANDAI AGRO SHOPEE,36686,5A,-16,KG,4,ZY61,4752,Maharashtra Central,MH,27AHVPB2536L1ZZ,Return credit note,38089199,"-44,503.48",,,,,8853644605,SYNGENTA INDIA LTD - Pune,RATNAGIRI,415612,,,,,0,,,,,3,237,237,300,0.0168507,0.0674028
